place,mag,time,felt
Taiwan region,5.1,907937573250,1.05
Taiwan,4.6,906395375970,1.06
Taiwan,,905921769400,1.28
Taiwan,4.4,905409967950,0.84
Taiwan,4.7,904905652550,1.36
Taiwan,4.7,903265984610,0.96
Taiwan region,4.1,901786542840,1.29
Taiwan,,900871109710,1.31
Taiwan,4.3,900781361970,0.99
Taiwan,3.6,900778447230,0.78
Taiwan,,900723017530,1.19
Taiwan,4.4,900701081380,1.47
Taiwan,5.7,900651074760,1.06
Taiwan region,,898809937730,1.53
Taiwan region,4.3,898474513220,0.97
Taiwan region,,897804635420,0.86
Taiwan,,897474487580,0.93
Taiwan,3.7,895457416850,1.04
Taiwan,4.6,895422959720,0.66
Taiwan,4.1,895222225930,0.84
Taiwan,4.5,894747218240,1.33
Taiwan,4.1,894609795440,1.45
Taiwan,3.7,893747340130,1.21
Taiwan region,3.5,892338745220,0.81
Taiwan region,4,889901578950,0.99
Taiwan,4.4,889668200970,0.78
Taiwan region,4.1,888754046360,1
Taiwan,3.5,888303581970,0.46
Taiwan,4.1,888302728810,1.42
Taiwan,4.3,886836054310,1.37
Taiwan region,4.4,885338981770,1.33
Taiwan region,5.2,885153414610,1.22
Taiwan region,4.3,884830370660,1.31
Taiwan,3.9,883643877740,1.19
Taiwan,3.6,883643782890,1
Taiwan,3.5,881958546080,1.06
Taiwan,3.3,881703574550,0.63
Taiwan,,880343225250,1.4
Taiwan,4.4,880300974080,1.21
Taiwan,4.4,879910267150,0.8
Taiwan,5.2,879481793470,1.15
Taiwan,4.3,879374207350,0.59
Taiwan,3.6,878760806310,0.61
Taiwan,4.5,878527088150,1.03
Taiwan region,4.9,877518986820,0.98
Taiwan region,3.9,877094056370,1.49
Taiwan,,876954536900,1.22
Taiwan,3.5,875825268280,1.2
Taiwan region,,875646393420,1.27
Taiwan,4.4,875433261790,0.89
Taiwan,,873970143940,0.93
Taiwan,4.2,873735426810,0.93
Taiwan,3.7,872060618810,0.41
Taiwan region,,871274943390,0.92
Taiwan region,4.1,870770486490,0.99
Taiwan,4.3,870699576200,1.24
Taiwan,,868905702770,1.44
Taiwan,5.1,868041453380,1.07
Taiwan region,5.2,866972164480,1.08
Taiwan,4.6,866599415880,0.93
Taiwan,3.8,866316326530,0.78
Taiwan,4.2,864140128390,0.93
Taiwan,3.7,863693031450,1.43
Taiwan region,5,862627575370,1.07
Taiwan,3.7,862608627640,1.52
Taiwan,,862116179360,1.25
Taiwan,5.1,860953514530,0.95
Taiwan,3.6,860456241010,1.14
Taiwan,3.5,860020606670,0.95
Taiwan,4,859326998710,1.06
Taiwan,4.2,859246344970,1.16
Taiwan region,4,859199166200,1.02
Taiwan,4.3,857058283060,1.31
Taiwan,,856889275950,1.24
Taiwan,3.4,856435313300,0.27
Taiwan,,856345768950,1.29
Taiwan,3.8,855822593690,0.99
Taiwan,4.6,855593413460,1.02
Taiwan,3.8,855524547080,0.79
Taiwan region,,854520218980,1.37
Taiwan,4.5,854306278840,0.96
Taiwan,,853523575530,0.05
Taiwan region,,852301027130,1.22
Taiwan region,4.5,852186703700,1.1
Taiwan,,851079008530,0.37
Taiwan region,4.5,850908026580,1.05
Taiwan region,4.1,850877416490,1.01
Taiwan,4.3,850676186000,0.49
Taiwan,3.8,849079413190,0.76
Taiwan,5.2,848996542930,1.3
Taiwan,4.4,847935822630,0.94
Taiwan,,846871654430,1.39
Taiwan,,846839291100,1.31
Taiwan,,846316202570,0.87
Taiwan region,3.9,844881594390,1.25
Taiwan,4.6,844853353500,1.35
Taiwan,4.5,844156467070,1.19
Taiwan region,4.2,844008206450,0.51
Taiwan region,4,842565388290,1.31
Taiwan region,4.3,842411089610,1.21
Taiwan,4.1,842233962790,1.45
Taiwan region,4.3,842080787280,0.23
Taiwan region,3.9,842036994890,1.15
Taiwan region,4,841998192850,1.43
Taiwan region,6.8,841966926150,1.03
Taiwan region,3.8,839270475540,1.8
Taiwan,4,838750997530,1.5
Taiwan,4.3,838427201970,1.4
Taiwan,3.8,837421941990,1
Taiwan,4,836616426110,1.3
Taiwan,3.9,834681127780,0.7
Taiwan region,4.2,833959306290,0.6
Taiwan,4.7,833320403490,1
Taiwan region,4.4,831641811400,0.5
Taiwan,4.2,830308852200,1.3
Taiwan region,4.3,829145690370,1.1
Taiwan region,4,829051204730,1.3
Taiwan,4.2,828992496920,0.9
Taiwan,4.5,828896139100,1.2
Taiwan,4.3,826060694320,1.1
Taiwan,4.3,823510665480,1.4
Taiwan,4.3,822338577780,1.1
Taiwan,4.1,822111882550,1
Taiwan,4.3,821880722580,0.9
Taiwan region,4.5,819918331720,1
Taiwan,4.8,819503792270,1.2
Taiwan,5.3,819303474070,1.4
Taiwan,5,817787823520,0.9
Taiwan,3.7,817413962490,1.5
Taiwan region,4.5,816037674730,1.2
Taiwan,4.9,815178424230,0.9
Taiwan,4.2,813064126420,0.6
Taiwan,3.4,812311082290,1.2
Taiwan,4.4,810246446130,1.2
Taiwan region,3.8,808185179240,1.1
Taiwan region,4.1,808008295790,0.9
Taiwan,4.1,806569352840,1.3
Taiwan,4.4,805743648180,1.4
Taiwan,5.2,805740766790,1.2
Taiwan,5.1,805086287920,0.9
Taiwan,4,804892508410,0.4
Taiwan region,5.3,804348893350,1
Taiwan,6,804063546240,1
Taiwan region,4.8,802480883920,1
Taiwan region,4.2,801665738100,1.2
Taiwan region,4.1,801656199290,1.5
Taiwan,4.1,801655039110,1.2
Taiwan region,4.3,801599666790,1.2
Taiwan,5.7,801598271960,1.2
Taiwan,4.3,800012198570,0.7
Taiwan region,4.4,799981431170,1.1
Taiwan,4.5,799454900820,1.2
Taiwan,4.2,799395441600,1
Taiwan,4.6,799339848270,1.3
Taiwan,3.7,799322143000,0.3
Taiwan,5.1,798798542570,0.9
Taiwan,4.5,798717833920,1.2
Taiwan,4,798299328060,1.6
Taiwan,5.1,796018426400,1
Taiwan,4.2,795843021380,0.9
Taiwan,4.6,793786100350,1.1
Taiwan,6.2,793516741990,1
Taiwan,4.2,793248265590,0.7
Taiwan,5.2,789724520370,1.1
Taiwan region,4.6,785196336510,1.1
Taiwan,4.4,783460855910,1
Taiwan region,5.2,782129792980,1.1
Taiwan,4.7,781952900220,0.9
Taiwan,5.5,781319607330,1.1
Taiwan,4.7,780090481500,1
Taiwan,4.7,780089948470,1.1
Taiwan,5.2,779612828490,1.3
Taiwan region,4.3,779132946980,1.2
Taiwan,4.3,778327731920,0.8
Taiwan,4.4,777308057050,1
Taiwan,4.4,775305505800,0.9
Taiwan,4.1,773399382800,1.2
Taiwan,4.1,773019924230,1.1
Taiwan region,4,772958480940,0.8
Taiwan,4.4,772126629290,1.4
Taiwan,4.5,771851894750,1.4
Taiwan,4.7,771171428550,0.9
Taiwan,4.8,770792380790,0.8
Taiwan,6.4,770778570150,1.2
Taiwan region,4.1,769599568070,1.1
Taiwan,4.4,765594725480,1.3
Taiwan,4.9,764842274690,0.9
Taiwan region,4.4,763866742030,1.1
Taiwan region,4.4,760343519060,1.4
Taiwan,4.3,759087522600,1.5
Taiwan,5.5,759045010650,1.2
Taiwan region,4.1,757538144460,1
Taiwan,4.1,756577339450,0.9
Taiwan,3.7,756443665470,1.3
Taiwan,5.4,755992182270,1.1
Taiwan region,4.5,754686195950,1.3
Taiwan,4.1,754510514750,0.8
Taiwan,4.2,754341755120,1.1
Taiwan region,5.1,753113789990,1.3
Taiwan,4.5,751485830290,1.1
Taiwan,4.3,749398521220,1.1
Taiwan,4.1,748242775370,1.4
Taiwan,4.3,746607112860,1.2
Taiwan,4,745521110520,0.3
Taiwan,4.2,745519019730,0.4
Taiwan,4,744988690920,1.4
Taiwan region,4.5,743290655010,1
Taiwan,4.4,740890798150,1.1
Taiwan,4.2,734994611900,1.5
Taiwan region,4.2,734170625970,1.4
Taiwan,4.2,733140837830,1.2
Taiwan region,4.2,731322728940,1.2
Taiwan,4.8,731319928160,1.4
Taiwan region,5.2,731314622290,1.2
Taiwan,4.4,730089357340,1.1
Taiwan,5.7,727779565060,1.1
Taiwan,5,725520205620,1
Taiwan,3.7,725261866520,1.4
Taiwan,3.2,725136229300,0.3
Taiwan,3.5,724508944180,0.9
Taiwan,,724446694100,0.3
Taiwan,,724014266600,0.6
Taiwan,,722442321920,0.2
Taiwan region,3.2,720935372990,0.8
Taiwan,,720876541270,1.4
Taiwan,3.7,720432120040,1.1
Taiwan region,,720231513850,1.3
Taiwan,3.9,719929691210,0.6
Taiwan region,3.9,718231065760,0.8
Taiwan,,718184994520,0.4
Taiwan region,5.1,718120598510,1.1
Taiwan,4.7,718119914220,1.5
Taiwan,3.6,717949087900,0.5
Taiwan,5.9,715365673350,1.1
Taiwan,4.7,714681454310,1.5
Taiwan,5.2,713813180750,1.4
Taiwan,4.1,713302671810,1.2
Taiwan region,4,713280857670,1.4
Taiwan,,712507291080,0.6
Taiwan,4.3,712251185640,0.9
Taiwan,4.6,711955615200,1.2
Taiwan,4.3,711925410370,1.3
Taiwan,,710735333820,0.3
Taiwan,4,710504674680,0.5
Taiwan,,710470023170,0.3
Taiwan,4.5,710469934080,1.2
Taiwan,4.4,709909659410,1.2
Taiwan,4.8,709496949710,1.3
Taiwan,4.2,708496244810,1.3
Taiwan,4.2,707374214180,1.4
Taiwan,4.1,707318204970,1.3
Taiwan,5.6,707095174980,1
Taiwan,4.8,707085736030,1.1
Taiwan,3.4,706922393320,1.2
Taiwan region,4.2,706916837340,1
Taiwan region,3.9,706493429740,1.1
Taiwan,4.5,704694675760,0.3
Taiwan,4.7,704116152300,1
Taiwan,4.8,703786597600,1.5
Taiwan,4.2,703736419830,1.4
Taiwan,3.4,703714088990,1.2
Taiwan,6.2,703708339000,1.1
Taiwan,,703272383900,0.6
Taiwan region,3.8,703272244280,1.5
Taiwan,3.9,703114292140,1.3
Taiwan,,702960930400,0.6
Taiwan,4,702866404140,1.4
Taiwan,4.1,702758112490,1.3
Taiwan,,702182030600,1.3
Taiwan,4,702178912740,1.3
Taiwan,4.7,702178780930,1.1
Taiwan,4.1,701413378690,1.2
Taiwan,4.7,701147517530,1.3
Taiwan region,3.9,700291503690,1.3
Taiwan,4.1,699735744610,1.2
Taiwan,4.2,698706463200,1.4
"near the coast of Fujian, China",4.5,698411775250,1.3
Taiwan,,696795806950,0.6
Taiwan,3.6,695247549690,1
Taiwan,,694690439870,0.2
Taiwan region,,694608233990,0.2
Taiwan region,,694554169410,0.5
Taiwan,4.3,694154854340,1.1
Taiwan,3.6,693956586760,0.7
Taiwan,4.3,693956042710,1
Taiwan,4.3,693543102410,1.1
Taiwan,4,693353355360,0.3
Taiwan,,692437620010,0.1
Taiwan region,4.7,691948100750,1.2
Taiwan,4.9,691654455360,1
Taiwan,4.2,691064950900,1.2
Taiwan,,690742384540,0.9
Taiwan,4,690607156560,0.9
Taiwan,,690224437570,0.9
Taiwan,,689516066400,0.2
Taiwan,4.7,689333795810,0.3
Taiwan,4.2,689289131080,1.2
Taiwan,4.3,689141839110,1.4
Taiwan,,688724465730,0.3
Taiwan,4.2,688305972960,0.4
Taiwan,,688257247760,0.2
Taiwan,4.7,687757925670,1.1
Taiwan region,5.1,687244116360,1.3
Taiwan,3.7,686933299680,1
Taiwan,4.3,686323424360,1.4
Taiwan,4.4,686251871230,1
Taiwan region,5.4,686223882150,0.9
Taiwan,,685900607360,0.9
Taiwan,,685414334840,0.4
Taiwan,,685210748770,0.9
Taiwan,,684467730520,0.4
Taiwan,4.3,684449870420,1.2
Taiwan,,684382807070,1.5
Taiwan,,684352920680,0.9
Taiwan,4.4,683989186250,1.2
Taiwan,,683451639620,0.3
Taiwan,,683298560580,0.1
Taiwan,4.5,683201923320,1.2
Taiwan region,,683104462000,0.9
Taiwan region,,682542756530,0.7
Taiwan,4.4,682453148700,0.6
Taiwan,,681693855170,0.9
Taiwan,,680760345970,1
Taiwan,,680638660580,0.1
Taiwan,4.3,680031727740,1.6
Taiwan,4,679948934950,1.5
Taiwan,,679187345330,0.3
Taiwan,,679173409080,0.9
Taiwan,4.3,677789028760,1.4
Taiwan,4.3,677700191740,1.4
Taiwan region,4.2,677585174830,1.2
Taiwan,,677136443020,0.6
Taiwan,,676660791330,1.7
Taiwan,,676205774940,0.6
Taiwan region,,676202418600,0.1
Taiwan,4.8,675968589860,1.4
Taiwan region,3.4,675701867740,1
Taiwan,,675448465140,0.6
Taiwan region,4,674902059690,1.2
Taiwan Strait,,674815886290,0.2
Taiwan,3.9,674758573640,1.5
Taiwan,4.2,674454230990,1.3
Taiwan region,4,673982786700,0.8
Taiwan region,4.2,673948842800,1.6
Taiwan,4.1,673591008550,1.5
Taiwan,,673487323900,0.5
Taiwan,4,672850337480,1.2
Taiwan,,672620386020,0.6
Taiwan,,672239050350,0.8
Taiwan,3.5,672236340020,1.4
Taiwan,,672129557970,1
Taiwan,3.8,672039196910,1.5
Taiwan,,671904182730,0.5
Taiwan,4.1,671877423120,1.4
Taiwan,,671860664390,0.6
Taiwan,3.8,671451698500,1
Taiwan,,670975764620,0.2
Taiwan,3.7,670803593580,0.7
Taiwan,,670629006500,0.5
Taiwan region,4.4,670580497000,1.3
Taiwan,3.8,670399107760,1
Taiwan,3.7,670270286320,0.5
Taiwan region,4.1,670055839450,1.1
Taiwan,,669997385320,1.2
Taiwan region,4.4,669997229710,0.7
Taiwan region,3.9,669985307410,0.9
Taiwan region,4.1,669962290900,1.1
Taiwan,,669781359410,0.5
Taiwan,3.6,669747413050,0.2
Taiwan,,669720887000,0.3
Taiwan Strait,,669622132720,1.2
Taiwan,3.6,669481481180,0.6
Taiwan,,669320475830,0.4
Taiwan,,669274603730,0.4
Taiwan,,669243705780,1.4
Taiwan Strait,4.3,669184624890,1.1
Taiwan,4.6,669151946810,1
Taiwan,,669124688020,0.5
Taiwan Strait,,669049591510,1
Taiwan,,669038800740,0.2
Taiwan,,669030531510,0.3
Taiwan,,669023802100,0.4
Taiwan,,668935876610,0.3
Taiwan,,668924866820,0.3
Taiwan,,668914165990,0.2
Taiwan,,668889012430,0.3
Taiwan,,668880530090,0.3
Taiwan,,668853696810,0.3
Taiwan,,668815374760,0.3
Taiwan,,668808833460,0.2
Taiwan,4.1,668807171810,1.6
Taiwan,3.9,668805407750,1.6
Taiwan,3.6,668776933930,1.6
Taiwan,3.5,668766762480,1.3
Taiwan,,668762603810,0.3
Taiwan,,668762333680,0.1
Taiwan,,668761545910,0.4
Taiwan,3.5,668760862940,1.5
Taiwan,5.4,668757845080,1
Taiwan,,668556942860,1.3
Taiwan,4.1,668360054820,0.5
Taiwan,4,668137764040,1
Taiwan region,,668065406610,0.4
Taiwan,3.6,668060821080,1
Taiwan,4.2,667975004680,1.5
Taiwan,,667942929760,1.2
Taiwan,5,667937598880,1
Taiwan,4.4,667889797430,1.3
Taiwan,4.6,667474944240,1.2
Taiwan region,3.6,667473220310,0.8
Taiwan,4.6,667402235500,0.8
Taiwan,3.8,666975920700,1.5
Taiwan,,666845982570,1.4
Taiwan,3.9,666731902570,0.3
Taiwan,3.9,666727981610,0.5
Taiwan,,666462883590,1.3
Taiwan,4.3,666310656960,1
Taiwan,3.9,665836362590,1.3
Taiwan,,665818446790,1.1
Taiwan,5.1,665661653270,1.2
Taiwan,3.9,664689683620,1.2
Taiwan,4.2,664679837640,1.1
Taiwan,3.3,664588064320,0.5
Taiwan,3.6,664569657600,1.4
Taiwan,4.1,664496028610,1
Taiwan,3.4,664481965640,0.2
Taiwan,4.7,664480959430,1.1
Taiwan,4.4,664422651470,1.2
Taiwan,5,664397673620,1
Taiwan,4,664300785690,0.6
Taiwan,4.2,664293139820,1.1
Taiwan,4.4,664291449400,1.4
Taiwan,4.8,664239189220,1
Taiwan,4.1,664202409600,1.5
Taiwan,,664196075350,0.1
Taiwan,5.5,664195796980,1.3
Taiwan,,664162744180,0.4
Taiwan,5.7,664162586690,1.1
Taiwan,3.6,663816160280,1.1
Taiwan,4.3,663722198150,1.3
Taiwan,4.3,663656211270,1.3
Taiwan,3.6,662858340030,1.4
Taiwan,5.2,662553077570,1.4
Taiwan,5.2,662488989430,0.9
Taiwan,4.2,662352622000,1.2
Taiwan,3.6,662170837210,1.5
Taiwan,5.3,662135409350,1.1
Taiwan,5.9,662134913220,1.2
Taiwan,4.3,662131094900,1.5
Taiwan,4.4,662118894750,1.1
Taiwan,4.1,661776388100,0.7
Taiwan,4.1,661657796090,1.4
Taiwan,4.2,661654570710,0.8
Taiwan,4.9,661651546310,1.2
Taiwan,5.1,661650532460,0.6
Taiwan,5.5,661649915650,1
Taiwan,4.4,661625095040,1.6
Taiwan,5.6,661566024780,1.1
Taiwan,5.1,661565293210,1.1
Taiwan,4.1,661556253330,1.5
Taiwan,5.4,661495151820,1
Taiwan,4.3,661420431740,1.2
Taiwan,4.7,661387379430,1.3
Taiwan,4.3,661324546080,1.3
Taiwan,4.2,661262381340,1.2
Taiwan,4.3,661257747560,1.7
Taiwan,4.2,661254780780,1.4
Taiwan,4.5,661237290810,1
Taiwan,4.6,661195410950,1.4
Taiwan,4.3,661178216820,1.5
Taiwan,4.7,661175773830,1.3
Taiwan,4.8,661171463670,1.1
Taiwan,4.4,661160564360,1.3
Taiwan,4.4,661160333630,1.7
Taiwan,4.6,661150530390,1.4
Taiwan,4.2,661149407890,1.5
Taiwan,5.1,661144433080,1.3
Taiwan,5.3,661142258670,1.2
Taiwan,5.1,661139033130,1.1
Taiwan,4.6,661137648860,1.2
Taiwan,4.2,661135777860,1.1
Taiwan,4.7,661132680080,1.1
Taiwan,5.7,661130884480,1.3
Taiwan,5.9,661130339330,1.4
Taiwan,4.3,661129871730,1.3
Taiwan,4,661128740790,1.5
Taiwan,4.9,661128181860,1.2
Taiwan,4.4,661128093840,0.9
Taiwan,4.9,661126712850,1.2
Taiwan,5.3,661125398300,1.2
Taiwan,4.3,661125202690,1.3
Taiwan,5.1,661123831050,1.2
Taiwan,4.5,661122309300,1
Taiwan,4.7,661122005230,1.6
Taiwan,5.2,661120957470,1.4
Taiwan,4.8,661120764150,1.2
Taiwan,5.3,661120088690,1.4
Taiwan,4.5,661119664370,1
Taiwan,4.6,661119381410,0.7
Taiwan,4.6,661118687640,1.3
Taiwan,6.7,661117817880,1.1
Taiwan,4.3,661109320620,1
Taiwan,4.2,661104408170,1.6
Taiwan,5,661077448800,1.1
Taiwan,4.1,661069695260,1.7
Taiwan,4.4,661068173400,1.3
Taiwan,4.5,661066460440,1.4
Taiwan,6.3,661057308050,1.2
Taiwan,4.8,660974116810,1.2
Taiwan,4.6,660759904250,0.8
Taiwan,4,659791977410,1.2
Taiwan,5.5,658367943530,1.1
Taiwan,,657308310980,0.2
Taiwan,,656782136630,0.5
Taiwan,3.6,656525119560,0.4
Taiwan,,656429390800,0.7
Taiwan,,655866107150,0.5
Taiwan,,655813394330,0.3
Taiwan,,655103200970,0.4
Taiwan,,653271447700,0.5
Taiwan,,653074354690,0.2
Taiwan,5.8,653062142530,1
Taiwan,4.8,652589626330,0.7
Taiwan,,652402946010,0.8
Taiwan region,4.1,651715556340,1.1
Taiwan region,5.4,651254457860,1.2
Taiwan,4.5,650822862310,0.7
Taiwan region,4.3,650632069270,1.3
Taiwan,,650159565460,0.8
Taiwan,4.3,650061800980,1.1
Taiwan,,650004277290,0.7
Taiwan,4.6,648562012640,0.9
Taiwan,4.4,648293902340,1.2
Taiwan,,648285169340,0.6
Taiwan,,648221271400,1.4
Taiwan,4.2,648156590380,1.3
Taiwan,5.7,648155691740,1
Taiwan,5,648112343870,1.1
Taiwan,,648069059770,0.9
Taiwan,,647805123440,1
Taiwan region,,646425683200,1.1
Taiwan region,,646339197440,1.1
Taiwan,4.2,645885916610,1.3
Taiwan,,645855464270,0.4
Taiwan,3.9,645115680270,1
Taiwan,,644871862290,0.4
Taiwan,,644676914970,0.4
Taiwan,,644328809820,0.4
Taiwan,,643799450210,0.5
Taiwan,,643661318690,0.5
Taiwan,,643660528440,0.7
Taiwan,,643643624090,0.6
Taiwan,,643588021110,0.6
Taiwan,4,643376268770,1.4
Taiwan,4.3,641670648890,1.4
Taiwan region,,641133196330,1.2
Taiwan,3.5,640696925560,1.2
Taiwan,,640633810230,0.2
Taiwan,3.7,639766864630,1
Taiwan region,4.7,639629374160,1.2
Taiwan,3.3,639616241280,0.6
Taiwan,5.2,639274875040,0.9
Taiwan region,,638248086440,1.5
Taiwan region,,638104112220,1.2
Taiwan,3.8,637920537030,1.5
Taiwan,3.5,637603090230,1.5
Taiwan,,637155625120,1
Taiwan,3.7,636736073400,0.9
Taiwan,4.1,635950625770,1.1
Taiwan,4,635142359240,0.7
Taiwan region,,634160082160,0.9
Taiwan,3.5,633913670480,0.5
Taiwan,,633911322710,1.1
Taiwan region,,633818256860,0.6
Taiwan,,633593493900,0.4
Taiwan,,633590893230,0.2
Taiwan,,633115739820,0.6
Taiwan,,633080372630,0
Taiwan,3.9,632915359580,0.5
Taiwan region,,632909523630,0.1
Taiwan region,,632818959040,0.7
Taiwan,4,631476537090,1.1
Taiwan,4.2,631458301340,1.5
Taiwan,,631261612300,0.5
Taiwan,,631063225980,0.4
Taiwan,,631058204740,0.5
Taiwan,3.9,631003000340,0.9
Taiwan,,630934863790,1.4
Taiwan region,,630826470110,0.8
Taiwan,,630717760160,0.4
Taiwan,3.8,630580427770,1.2
Taiwan region,,629563684040,0.6
Taiwan,,629324149410,0.4
Taiwan,,629170693530,1.1
Taiwan region,5,628729186520,1.2
Taiwan,,628138392330,0.1
Taiwan region,,627788164130,1.4
Taiwan,,627559631720,0.8
Taiwan,4.3,627362869880,1.6
Taiwan,,626095867530,0.6
Taiwan,,625940793100,1.3
Taiwan region,,625650868170,0.4
Taiwan,,625646444720,1.4
Taiwan,,625609538260,0.7
Taiwan,,625528395740,0.8
Taiwan region,,625190702450,0.3
Taiwan,,625173765230,0.6
Taiwan,,625057999510,0.8
Taiwan,,624842828010,1.5
Taiwan,,624284680340,0.5
Taiwan,4.4,624177570880,1.1
Taiwan region,,624054288090,0.4
Taiwan,,624042313460,1.5
Taiwan,,624007537340,0.8
Taiwan region,,623803002550,0.9
Taiwan,,623670159390,0.9
Taiwan,,623498303390,1.3
Taiwan,,623398994050,0.7
Taiwan region,5.5,622576298230,1
Taiwan,3.7,622216466100,0.8
Taiwan,4,622118491650,1.1
Taiwan,,621719336270,0.9
Taiwan region,,621241602990,0.1
Taiwan,4.8,621159513170,1.3
Taiwan,4.9,621158248570,1.1
Taiwan region,4.1,619904612870,1.1
Taiwan,4.6,618975081420,1.3
Taiwan,,618786264910,0.4
Taiwan,,618515229700,0
Taiwan,,618451848210,1.1
Taiwan,,618451405830,1.4
Taiwan,,618358383470,0.6
Taiwan,,618346885880,1.4
Taiwan,,618345342380,0.5
Taiwan,,618344147030,0.7
Taiwan,,618338296500,0.4
Taiwan,,618298369500,0.3
Taiwan,4.4,618247954980,1.4
Taiwan,,618216416960,0.4
Taiwan,4.2,618158971770,0.4
Taiwan,4.2,618148509490,0.4
Taiwan,4.5,618147907530,0.5
Taiwan,4.6,618147618250,0.8
Taiwan region,4.8,618147408430,0.8
Taiwan,6.6,618147080430,1.3
Taiwan,,617884885700,0.4
Taiwan,4.2,617645895870,1.3
Taiwan,4.3,616439985360,1.2
Taiwan,,616002389140,0.5
Taiwan,,616000027680,0.9
Taiwan region,,615363505280,0.4
Taiwan,,613412984950,1.2
Taiwan,,613393683480,1.3
Taiwan,5,613316788070,1.4
Taiwan,,612959298090,0.3
Taiwan,4.5,612929167940,1.2
Taiwan,,611752188950,0.9
Taiwan region,3.5,610475107900,1.1
Taiwan region,4,609045242500,1.4
Taiwan,,608321065550,1.1
Taiwan region,4.6,607293515480,1.2
Taiwan,,607230228960,1.5
Taiwan region,4.6,606640220740,1.3
Taiwan,,606505982250,0.9
Taiwan,,606497382540,1.3
Taiwan,,605763398610,1.3
Taiwan,,604568746970,0.2
Taiwan,,604418171570,1
Taiwan region,,604336583510,0.2
Taiwan region,,604223578470,0.3
Taiwan,4.8,602547050540,1.5
Taiwan,4.4,602489680640,1.5
Taiwan,4.2,602374926410,1.5
Taiwan,4.2,602365845940,1.5
Taiwan region,4.3,601714275370,1.1
Taiwan region,4.1,601497809540,1.1
Taiwan region,4.9,601177432130,1.2
Taiwan,4.6,600284501340,1.3
Taiwan,4.3,595930441640,1.5
Taiwan,4.3,595191698300,1.2
Taiwan,4.9,592656366150,0.9
Taiwan,3.8,592482436590,1.5
Taiwan,,591263497800,0.8
Taiwan,,590472891110,0.4
Taiwan region,,590078787620,1.4
Taiwan,,590018051260,0.3
Taiwan,4.1,589723433400,1.3
Taiwan,,589561535940,0.9
Taiwan,,589395316800,0.2
Taiwan,,587934765760,0.2
Taiwan region,5.4,587274057470,1.1
Taiwan,3.9,586940687550,1.4
Taiwan region,4.9,585513571440,1.2
Taiwan,5.9,585443736650,1.1
Taiwan,4.7,583910439750,1.3
Taiwan region,3.6,583705697550,1.1
Taiwan,,583335270400,1.5
Taiwan,4.1,583296405960,1.2
Taiwan,,583223672990,1.2
Taiwan,,583067463000,1
Taiwan,3.9,581631792620,1.4
Taiwan,,581421444640,0.4
Taiwan region,4.5,580773113210,1.4
Taiwan,,580311835450,1.2
Taiwan,4.2,580160565360,1.5
Taiwan,4.2,580122424780,1.3
Taiwan,4.5,580069050840,1.1
Taiwan region,,580016281790,1.6
Taiwan region,4.9,579762158690,1.2
Taiwan,3.8,578689445210,1.5
Taiwan,4.5,578251746050,1.1
Taiwan,5.5,577915409180,0.9
Taiwan,,577644773920,0.4
Taiwan,,577644357830,0.2
Taiwan,4.3,577643249430,0.9
Taiwan,5,576801316460,1.1
Taiwan,,576787517590,1.7
Taiwan,,576752510630,0.9
Taiwan,,576724440440,1.5
Taiwan,4.7,576509686330,1
Taiwan,,576427133500,1.5
Taiwan,,576425368430,0.7
Taiwan,,576408446800,1.3
Taiwan,,576393790010,1.1
Taiwan,,576390988780,1.2
Taiwan,4.2,576387693210,1.3
Taiwan,4.9,576386675940,1.2
Taiwan,,576385884960,1.1
Taiwan,5.6,576385507230,1.3
Taiwan,,575465370520,0.4
Taiwan,4.6,574173990910,1.3
Taiwan,4.9,573362480140,1.3
Taiwan,,573050435830,1.5
Taiwan,,572308871280,0.6
Taiwan,,571527641760,0.7
Taiwan,4.8,570518805820,1.1
Taiwan,3.9,570488485110,1.5
Taiwan,,570439079000,0.1
Taiwan region,4.6,570139141510,1.2
Taiwan,,570129922520,0.6
Taiwan region,,569772044640,1.4
Taiwan,,568301165840,0.4
Taiwan,3.8,568083922170,1.3
Taiwan,,567797067410,0.8
Taiwan,,566828244500,1.6
Taiwan,5.2,566805223670,1.4
Taiwan,,566728859620,1.6
Taiwan,4.6,566635995540,1.2
Taiwan,4.3,566494197490,1.5
Taiwan,,566123466920,1.1
Taiwan,4.2,565779642970,1.5
Taiwan,4,565756576460,1.4
Taiwan region,4.4,565253255420,0.9
Taiwan,4.7,564830138740,1.2
Taiwan,3.7,563789517900,1
Taiwan,5,563517188750,1.1
Taiwan,4.1,563151358630,1.4
Taiwan,4.1,562497055580,1
Taiwan,4.2,561893198390,1.4
Taiwan,4.3,561778518100,1.4
Taiwan region,4.6,557716770580,1.1
Taiwan,4.4,557062652250,0.9
Taiwan region,4,556389705360,1.4
Taiwan,4.8,554747684300,1.3
Taiwan,5.1,553690118560,0.9
Taiwan region,4.2,553244165470,1.1
Taiwan,4.5,553119493340,1.5
Taiwan,4.1,552055667550,1.1
Taiwan,5.2,551777936840,1.2
Taiwan,4.6,551572719650,1.4
Taiwan,,550638439410,1.5
Taiwan region,5,548004662760,1.3
Taiwan,4.5,546467731270,0.9
Taiwan,4.2,546208844290,1.1
Taiwan,3.9,545779365490,1.1
Taiwan,5,545748576950,1.4
Taiwan region,5.3,545163208340,1.1
